THUMB_MCP_angle,INDEX_MCP_angle,MIDDLE_MCP_angle,RING_MCP_angle,PINKY_MCP_angle,INDEX_PIP_angle,MIDDLE_PIP_angle,RING_PIP_angle,PINKY_PIP_angle,INDEX_DIP_angle,MIDDLE_DIP_angle,RING_DIP_angle,PINKY_DIP_angle,THUMB_TMC_angle,THUMB_IP_angle,THUMB_INDEX_Abduction_angle,LABEL
163.9857171,108.4412945,104.4880972,101.0248156,104.1591775,171.2665469,175.1113814,168.9554017,164.617182,170.3043323,174.1170724,172.0165646,169.8618265,153.7736161,169.9378522,49.84346309,4
149.542132,117.544321,128.3092921,138.7800292,139.7683408,172.6085855,166.5247463,164.1971971,170.2031241,176.2538648,176.2570904,174.7231848,175.6296631,154.3668569,162.9155486,56.25338177,4
130.3036418,123.2974493,135.9974784,142.2565009,148.2077707,155.5107609,149.6008691,153.3878537,156.8774153,167.2840243,169.84394,166.5343517,168.9055885,155.0882207,123.627515,85.37365515,4
145.03367,119.3443762,128.2110127,128.858915,123.2936273,171.6960564,170.9305742,165.8344597,168.8548813,177.0796158,175.1448568,170.6701265,170.397161,123.2593205,165.5553701,24.5853886,4
152.1827338,111.3324488,111.9692661,117.1056311,121.5716206,169.848178,159.7008013,161.1032343,170.1186033,177.2847632,166.9212939,167.2635786,165.5737469,152.4395718,174.7148812,54.65489426,4
166.6018576,112.811797,106.9695419,103.4312455,104.7827725,173.1641256,176.1350795,172.9176389,169.1428473,174.1343969,174.6221173,171.3165847,167.8202431,158.4545393,172.6997065,40.45953321,4
167.5089504,93.72579025,90.23450155,87.73501209,91.20877131,158.0494107,157.9795055,161.1679668,166.788655,176.4560212,171.2339909,168.6704888,171.4903178,163.2491497,169.0821415,55.44023593,4
146.8765756,108.3207495,117.3094804,120.8089682,121.3864535,161.212441,154.2954782,159.5218378,164.3809851,171.6240589,171.7411664,165.6871059,169.8518808,144.7141181,145.4667128,51.60548175,4
154.8842315,146.6501314,152.7169669,153.8213791,146.8810664,170.8112159,166.9737525,165.6424114,165.1001687,169.5930402,172.1898295,169.7063078,174.7193676,157.6596767,167.8141805,56.79270814,4
139.7885607,124.4790678,138.6840353,145.4643083,149.9551953,160.8479139,153.1081789,156.1989214,159.6902552,167.8303361,171.1979159,168.0320782,168.8728635,154.6799802,129.5848502,80.33414543,4
172.6924147,139.7867823,130.6765337,121.0308902,114.9620069,161.3474482,162.6103954,162.5415265,167.5792081,172.1200739,172.0312436,169.4124016,170.2333385,154.6254292,164.7167642,26.86587795,4
149.2091396,120.9015498,132.8087373,141.0554894,144.5004719,163.5523374,151.7287582,163.2146223,164.8677784,172.7576337,170.0484762,172.2610548,173.7148554,152.9315569,141.4333882,61.95149385,4
157.9491503,142.8595911,149.6852956,158.6615075,165.2597986,124.794164,141.2366779,154.9342821,164.6969436,168.689205,163.8943129,159.531738,172.1304634,155.5506197,105.6341693,22.39212202,4
161.7664488,156.1010041,152.5852249,154.1116779,160.1041012,111.0409848,114.6377908,127.5960753,139.6669969,153.1306853,151.3869362,146.7338258,147.4256473,160.7061175,125.1896053,22.42176398,4
155.8991566,121.4271702,128.982586,135.8327943,141.0687302,161.5646504,162.7051428,170.3294934,168.321884,169.7206147,169.612788,171.0597726,169.2920065,140.7882385,166.4571862,34.97844656,4
167.5142041,155.6775642,129.8212551,112.9101117,130.7713961,171.7000108,53.19262132,60.35265757,44.82779223,174.4950085,146.7136168,132.3505216,140.9888216,153.8529793,169.9018134,55.11440623,5
162.9103608,140.4830651,108.2131972,101.3081781,114.7015897,174.0657832,65.40070082,74.30316879,64.23970002,166.4532612,116.5635189,107.9076359,148.6119395,153.0805498,174.5412168,64.56633349,5
178.3366658,154.7001768,105.7421085,73.81795944,65.3288243,171.9676305,86.83679575,110.3423936,129.4082132,176.6225172,161.4199205,141.4299613,144.3474445,140.8047073,141.4462863,48.1287052,5
166.3462043,164.5664086,141.7484245,138.5997166,146.8701582,173.6384345,38.04247288,35.41083208,35.6385977,175.9162896,152.800228,149.251034,152.4072401,152.8163129,162.7869369,46.34403164,5
169.5726156,138.5536763,121.10854,107.8433604,157.8070066,169.5753043,56.4586372,68.63805196,144.6706688,163.1536766,108.4722188,107.7046653,143.7730974,146.9990518,160.9694597,52.5513626,5
161.097616,142.8343871,128.8368234,120.4622852,118.3035308,178.072364,61.87154317,63.00599966,73.66685677,174.7672341,158.998677,148.7903794,147.305597,143.3002129,152.4979636,56.55014042,5
173.6114815,156.9365451,113.6157405,96.53251341,98.21962899,166.0416206,70.52752659,78.18812213,83.87512688,170.3647124,101.4558151,98.73492024,107.985521,154.5017128,173.7887115,60.14265137,5
171.8695893,150.3100136,123.4195984,121.3616079,146.7857872,174.2079744,80.52538482,67.63872863,40.59228186,176.3132122,160.4214705,157.6225887,162.0832199,146.0491867,164.3535838,46.75728924,5
162.5102408,163.1161709,118.4318541,111.6210832,125.6505453,169.4085481,68.28588003,64.52820023,55.41567875,172.4916777,123.2398833,123.6652106,144.2808368,158.6159029,164.9163369,55.33020096,5
155.5599994,159.728462,136.2090346,126.2444591,137.8619018,168.6487088,47.44121085,46.36171583,38.22113053,174.3475623,150.2935509,143.9861565,153.6146876,136.8328279,155.4356575,29.73274549,5
156.6982871,159.3371878,128.3138304,118.5415077,129.3838908,167.3152186,58.52580467,55.46161297,49.7049813,172.7474905,144.0898858,141.3917403,152.130803,144.8961989,149.5623855,33.83473356,5
176.8629611,153.8919775,140.2522228,128.9972507,153.3031423,171.9574101,40.30088204,46.24881382,22.67547756,173.9726849,146.392087,133.3177325,157.4463903,141.9636846,155.6333276,31.91205471,5
169.5638086,139.845241,157.2874115,149.3419713,114.7182743,177.3723158,12.67869745,50.6392028,66.09967903,175.002781,167.5161019,150.1746778,158.6321432,156.2180072,154.0973158,32.29650843,5
174.767878,127.2641323,134.6475179,161.7528045,163.9937948,177.7144675,41.67110035,27.67757544,27.05675142,173.9953569,159.6392636,158.0825461,160.6061613,166.4839627,163.4824174,36.04428809,5
175.5058799,164.1189347,108.3129278,106.724267,114.174025,175.2423584,95.01439883,83.04106494,85.92100739,176.9668719,161.090051,158.1232291,153.7723164,142.7059217,171.4465747,41.55262653,5
178.2407323,157.3164383,143.7377107,131.389483,148.6171595,172.3137292,36.79084659,41.14947474,26.5018293,176.1294543,154.8111518,144.3079899,157.6716627,140.3107644,146.2805335,30.37643084,5
169.3792084,136.4881887,92.22931329,78.45479363,76.0306689,170.9506719,86.5265358,102.6431663,111.1243982,165.2046838,105.2587811,84.30624075,123.1130156,142.686192,166.2264149,52.68665367,5
171.9782418,136.3580068,111.212226,99.72953992,92.97514441,173.4701215,48.67746331,59.05454591,69.06180783,168.9929692,126.1457953,114.8322851,141.4952957,145.640722,163.4204012,60.12279413,5
165.2323417,142.4110485,127.8246769,110.926052,116.3232573,173.9416123,44.35385781,61.60641076,59.94500554,170.2533097,126.5088806,110.7479652,143.4786988,143.255312,167.6780856,58.54347082,5
166.1447253,139.9829855,127.3821827,114.8553848,115.7826988,169.8945456,60.81973256,65.07621627,65.70830791,176.4129285,155.9992917,153.5019682,153.2462887,146.8181083,152.2850298,63.13890925,5
154.4661945,108.4129902,114.4629693,109.9867113,99.97838434,93.26995705,84.16198718,79.05309264,102.599111,126.0314244,114.9432118,108.6364258,115.5342729,146.291466,165.6574301,70.69015552,6
149.2229171,110.5538099,117.3465446,114.0562615,107.2309005,85.47211044,72.61874255,76.74886425,85.85793898,119.7196917,122.4027461,119.4515536,127.1588219,130.3256784,149.2320768,66.62656942,6
101.0296307,130.1328181,142.7017638,147.4077566,163.5039011,67.9880341,49.0317324,29.8232618,9.992724403,164.1853891,156.675915,156.3475449,168.7568536,148.8936664,130.2658088,42.39193072,6
99.02802046,128.0651942,140.5628528,146.9022724,162.5413622,63.19938054,49.49924615,29.48068902,9.572739416,161.4112692,160.0953736,158.6490015,170.3235315,150.4272884,129.7580136,42.96715699,6
106.6709544,129.6897431,142.5251017,148.90704,163.0931418,58.59514547,43.72940007,26.51059101,11.70185939,163.2592717,162.5522362,161.6367472,169.9483123,144.7181854,130.5121423,39.24055656,6
107.5163245,143.7572194,149.5288528,154.1790612,155.3076829,55.23922313,46.44912007,32.72509635,32.11007917,173.8756962,164.7093816,159.7242258,157.0622744,135.5291581,132.8651927,35.42228663,6
106.543049,128.220557,138.1988841,140.4447485,158.0591236,64.5652784,48.53004399,30.37928513,10.61226527,162.1427618,154.4303521,151.1100068,166.1392958,152.0786611,125.1474424,42.47974189,6
108.1703796,133.8726708,142.3071356,144.4666611,165.1392812,71.50529938,54.21842978,31.77283123,10.28290599,171.9699719,163.6738536,159.8842824,171.7803117,159.2708517,124.5289975,46.65600291,6
100.4483129,131.1859018,144.0987626,143.7746494,169.498713,90.07245667,66.05774498,48.55317156,14.23321038,164.7913055,162.0524041,163.2101499,173.8105599,167.2453136,129.3494882,52.62120956,6
125.1222295,127.5779681,118.7808013,105.6939303,82.66027506,91.35180961,94.78274123,86.92693381,93.98243722,154.5781442,132.7672457,108.6213098,116.3402086,164.069351,109.7550593,59.85926513,6
110.2963779,132.5624026,140.3447961,144.3233411,158.3765685,67.94192078,51.25387147,29.47792261,17.11564447,170.3491413,160.5393392,152.6998209,164.5043482,157.4413506,129.3836052,43.37842822,6
98.96287425,123.9843138,135.8853696,143.0417457,164.7122377,88.42146286,63.61589247,35.90329033,11.1727853,161.5561644,149.6528271,152.0115166,167.1291508,164.5570867,131.5723287,51.49521495,6
111.2081537,125.5752762,133.8986935,137.6448155,154.0296995,87.68173943,63.21316315,40.1932212,20.94065819,176.7737916,152.2166483,150.7094815,162.0763106,152.352881,116.8713219,49.11479365,6
97.76706049,111.9899564,101.712667,94.58202778,75.82138155,113.4583964,108.1585794,95.00128852,115.2135699,133.1838045,27.23868215,88.21239721,105.7291254,159.5491697,142.3680386,57.4445822,6
105.2830111,135.3735204,140.7769869,145.6206914,165.3187955,60.14517243,47.44599564,28.72375785,14.88522747,166.4541349,160.2857182,152.6933212,167.2685524,160.5458304,115.6348199,48.72149973,6
104.3678154,123.3118171,129.2673811,127.1319666,142.0544647,84.08218017,60.5263625,43.12858861,24.84611649,137.1476033,106.8258196,118.7990886,141.6392652,149.963499,123.9745919,46.36310269,6
105.9204552,131.0198524,122.5947472,114.659522,89.96997915,99.50217529,91.48915825,77.94708476,100.001572,121.396296,41.78966906,85.72545812,103.7563125,158.8744536,139.5436505,58.6710203,6
127.9864975,101.5308963,108.4569769,113.4073243,120.5815998,89.13647861,76.7249356,61.32548026,51.96044624,146.9196732,140.0063141,130.8175642,140.0334258,132.8237279,141.4704802,41.80624914,6
112.1242799,124.4301295,132.2079286,143.4068478,159.3012373,53.92063299,40.13151633,20.85473283,14.796582,169.6817758,164.2957845,151.8053822,157.856844,138.0532478,126.1032668,30.37772195,6
144.2178542,133.6125146,130.594061,130.0537715,141.2057725,58.64700536,51.54607202,33.94346482,24.86777043,147.3965658,144.2261792,129.6245059,147.3929023,145.618359,118.9515303,40.58888975,6
146.7998555,132.5365444,135.4661622,129.1296891,140.1211455,63.59231331,46.79750147,38.98555692,27.28640636,154.3908335,127.1977303,122.7582711,144.4687691,141.6548376,115.9412871,34.89679965,6
163.9496594,92.72942241,78.95539586,69.39954782,64.23104885,109.6693322,101.2174931,91.15947365,105.4907518,124.7217443,100.4494931,91.18611023,76.54364215,169.2948281,90.51776355,74.08575122,6
110.1593805,148.2591985,153.8636482,150.4861394,121.7010883,50.69747886,41.73550842,35.33784082,58.70963386,156.3518914,134.7091644,127.4533761,123.8777433,144.521747,123.0157372,41.26466582,6
150.9129429,79.73968535,78.59802597,78.38884108,81.87766444,98.94509789,94.40099016,90.15369152,86.37510776,122.0695913,113.4146828,106.8096992,112.1945633,144.5326481,148.8147763,41.33324321,6
150.7885082,84.43117749,82.21496876,81.05166421,77.59437427,90.58219718,87.82160886,86.68707689,89.14487855,117.6367615,112.7446683,105.5463368,114.7422884,147.0149628,95.08420805,45.72483798,6
116.7638389,139.7834132,136.6318812,136.2583401,143.3030119,68.94910095,58.11572194,39.08133166,28.09286181,161.6689503,101.1134868,123.2901338,147.6560174,163.0232137,121.6108499,57.62629882,6
103.9858147,135.0768899,137.5220806,132.6129579,134.9000089,60.19582496,48.33227016,34.66553462,26.94753807,171.6588319,144.3502093,138.2329527,149.6918333,148.7277083,135.8867332,50.40363715,6
150.048644,161.0410542,148.9277429,113.1215268,115.0325798,176.3079753,175.7724853,81.30633052,76.8752508,171.4871295,166.9303993,148.6055515,153.3015429,134.9434787,177.5622755,26.19406733,7
134.6093731,165.3343203,149.9640761,118.5550409,126.1879774,171.9647458,175.252539,73.79020037,53.67034247,175.8122868,163.2546435,149.2325891,156.5307646,145.8665438,127.4633517,38.47122961,7
147.7407136,159.1793148,149.4174333,114.0605631,121.5718238,176.6653537,175.3009268,81.73148921,70.43648556,170.5584664,166.0884038,148.2453058,154.2050941,137.703195,178.0515031,26.29458998,7
151.2110264,152.842759,125.8117517,114.6548536,93.67588656,175.2663567,159.2333744,107.9762555,121.2845962,170.9728052,175.8764551,132.0515468,139.7398437,124.6781285,165.7344641,51.58340095,7
157.660863,172.9743172,146.3602766,117.2998692,121.2825997,176.4031311,173.2221877,68.19136362,62.735251,173.6201647,167.8564425,144.5157291,150.1037051,131.8031473,169.3753101,37.26905679,7
134.4896921,160.5235206,151.5903475,112.7942878,111.5727459,169.0262418,169.1916489,87.07049248,88.59410265,177.3756344,170.8794728,150.3129089,157.9766681,141.8104745,124.1396333,54.42852082,7
