LDA_Component_1,LDA_Component_2,LDA_Component_3,LDA_Component_4,LDA_Component_5,LDA_Component_6,LABEL
-5.480314796949321,4.993008809642843,2.500050506010476,-1.7496141516825519,1.290731354232324,-1.1665330527874576,1
-5.338051502743478,5.312724293733493,2.8521900115655145,-1.5592274820871566,0.19980276250673384,-1.0668351325178562,1
-5.675703792700113,6.260779647328432,3.0994784377457236,-1.1613517007856717,1.3619856850990906,-2.075913249240297,1
-5.366998593780236,4.548541116031151,2.841174085146983,-1.4743956238383178,-0.22737269181015635,-0.8891911347982563,1
-6.267210092580037,5.382641923750913,2.550317483826036,-2.7780521030461345,1.7089584703082257,-0.939256548907883,1
-6.406922161334878,5.38319513635395,2.7623671511676653,-3.060846064816699,1.4440785326465777,-1.0544378902141702,1
-6.066531738922986,5.376247233192238,2.8325233188627585,-2.840249878839315,1.510078109448382,-1.1190176875143358,1
-4.760847034771874,4.99718543731356,2.481977037677282,-1.4470256814715885,0.8070293905900006,-0.03593267884212633,1
-4.972992920668698,4.905755207431091,2.766884756202776,-1.3454854403324794,0.4191328858378084,-0.41178108571266425,1
-4.856404940293508,4.843308819076134,2.699324123279616,-0.9296908286475025,0.5828226059311397,-1.419566289768033,1
-4.985042223571387,5.119545881560121,2.8126546251734603,-0.8352742312624686,0.7044295890542914,-1.5975830063513656,1
-6.101326476226256,4.700735295814452,2.6242262186879364,-1.233640976177969,1.4240180946139644,-1.1342067999116672,1
-5.354034134418962,5.5418795723642535,2.7501813887549846,-1.7244925557159918,1.1324890822652751,-0.5684178989034024,1
-4.9570208369109485,5.92852838527151,2.2250616266001475,-2.1265621120464617,1.7683993241348468,-0.7952229668762505,1
-4.629318413511852,5.229074768611585,2.7226052407973915,-1.199044474091307,0.8629887986165558,-0.48227613350557985,1
-5.711189439879057,4.897838004587047,2.6598210742410613,-1.1925547442205717,0.602623697201626,-1.2906825877289076,1
-4.857454464715627,3.9896889462376315,2.192538779048366,-1.8910838313594331,0.4672517615785721,-0.7080986605392793,1
-5.74546271828364,6.199127428638402,2.4173021557662007,-1.534995794127421,2.1351264808077537,-0.5326347347209136,1
-5.10558012482135,5.468893907556554,3.2289331384872275,-1.9253079068009291,0.3340972130008517,-0.9623519598715696,1
-5.758044512079152,6.09084390244531,2.4109490668963405,-1.5089547373797074,2.1348318972899984,-0.5556532010922116,1
-5.262339436612422,5.502412154441634,3.4110665819451214,-2.27951700577851,0.14422132885976463,-1.203674066409221,1
-5.093632676910663,6.216919036494214,2.7270832370973097,-1.164739850959493,1.9025057845446813,-1.1805800953285626,1
-0.05832778366364483,4.555656203956553,1.3844811583914391,0.21459636226197734,2.977828976779709,1.9450348104615776,2
-0.47374952031996376,5.070749511888942,1.772093495891131,-0.5748342230966019,2.8083433950044037,0.7504127302315363,2
0.15972453249759852,4.925332734407677,3.0528008563464577,0.06589608059809213,4.38194690187288,-0.03177620476359411,2
-0.6233941071178697,5.322515598756787,2.261314517637174,0.0020659702286256387,4.022476255777244,-0.19390078733716118,2
-0.20658219126122068,5.01098200918507,2.603820402654959,-0.813434585472971,3.1771782302724865,0.5858023956623835,2
2.3347244082800573,4.042702922641497,2.32044771415798,-0.3646322725626845,3.417931670727046,0.010508491961903817,2
-0.9559192054949014,4.8751174482911415,1.8791225044708362,-0.5417439253923734,3.1643862998936236,2.1682596354200228,2
-2.2735804724112807,4.9693253820607115,2.082909412758556,-1.63966707928032,1.568228851393897,-0.5368048979615029,2
0.26273515349138865,5.349256287316104,2.2054006185708555,0.09277818848857897,3.7223760459399218,0.999432553597747,2
-0.8810615011574303,5.231865808511401,2.118619821152336,-0.9326099207780748,3.7048637310240293,0.07971262722758729,2
4.596117480520509,0.46577680130745186,-2.9301338286616647,0.21523547604802915,2.75237935555153,-0.5477909058611127,2
1.013595458647899,5.296408377090006,2.089573305024931,-0.04304581685214648,3.8798279114149934,1.2543115210175952,2
2.5429841107320135,4.440632594239876,1.1066584394904033,1.0993614223656694,2.361960139120516,1.7293618843967573,2
0.05514105195674538,3.8709192085096906,2.0299800857301205,-0.4081479033712106,2.3884570371667615,0.07854267834392716,2
1.0175778915482647,5.528721580096012,1.955357148806285,0.540572856860402,3.693710285018844,1.3008044928503844,2
-2.4891571260528855,4.770451244043167,2.202740157067213,-1.2376751659930227,3.4341989157801263,0.900314568498591,2
1.181457195913114,5.231803403044887,1.6558282728391902,0.799257958891539,4.643708477242379,1.0654886578161582,2
0.37514143910595593,4.733368798376573,1.8358582875282365,0.11888846991639278,3.2869192869387622,0.9068705722531057,2
-1.0022690874761138,5.048940409205982,2.290972986975622,-0.5339356629390645,3.387540455763491,1.4337254663681105,2
-2.616127390871551,5.406696849684602,2.481833776812635,-1.5993838671002496,3.5979746819657055,-0.12735447434930075,2
2.5324128697252264,3.748097894914,1.467348439553713,0.5577851249823759,3.0971642306953506,2.0532509737395963,2
4.80654269201069,0.1724490521472428,-1.8053256067271337,3.2002922755618743,-2.0767732524878517,-0.3235487376315806,3
5.206103694793682,-0.030011467642583608,-1.70354405101384,2.197316332826307,-0.838623061498249,2.121606450351348,3
6.0442187393530205,0.1500105934800741,-0.9708155384870275,2.962538002505287,-0.6138341212126299,2.5431997618634687,3
4.1349044250241365,-0.03439822630797709,-3.6070071503672265,1.033089837547854,-1.4262962470317768,1.2869294786992442,3
4.058533302872063,0.8853897808269696,-2.5352322901967543,2.4423194069862406,-1.7859716653169804,2.293654490322053,3
4.242389272520205,0.5459927943461422,-2.6051115709053447,2.3049022550841145,-1.980724312086792,2.3526734847686286,3
4.952280830062465,-0.04283749157945909,-3.0170120412944774,2.643078164346928,-1.36953595404204,2.4325830552762957,3
6.035107273391981,0.42866849237438626,-1.5790499394033808,2.1424917243567507,-1.5873159421191985,3.4541509781294364,3
4.127631402568757,-0.8628998933690062,-3.75728095733454,0.2756788704149888,-1.118934714016365,-0.9412224472190013,3
5.762687990275392,0.22211412055206708,-1.55718195132306,2.7605292268093864,-2.6140478752111997,2.2969918507612244,3
