PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18
1.7389357448643743,-2.2179306805236125,1.4978005771351568,0.884115884998467,4.821087067812213,1.5900713476991875,2.6510615681596326,-1.6753634663765473,0.596536831217639,-1.6248342768704789,-0.23826350566614146,-0.6673079443265459,-0.01767446308825263,0.1522688512780593,0.3653162962938636,1.1049647168011565,-0.24564668997542682,0.3513224106630958
-0.7080916684115598,-1.8780891153797235,0.7267186186975066,1.8981996880300995,1.480570344407029,-1.3925910774995849,-0.4193675282710559,-2.285657873564269,0.13065428587819405,0.7510105850576945,-0.28192501622767274,-0.6407840253599989,0.6131422105502141,-0.6529341014989348,-0.015738285949677466,0.5283435813342605,-0.7735884100727786,0.346261390671612
1.4113151853062311,0.6134792215074107,-0.1954117052879922,1.0994509128629408,-0.16932961911534095,-0.492164148399562,2.2830087504636865,-1.3469220848565848,1.3618959434935554,0.15002825361058503,2.129198155122228,0.6080836507748423,0.21295263247597773,-0.3965568784170798,1.086658772389533,-0.6244089382747239,0.3124024395530394,0.8526205476804286
-3.8448406385030904,-0.7207940414870343,-0.4870035955565929,1.4311000389650645,1.2789240420216763,-2.5136283967034183,0.5241268876743588,-0.509796112220355,0.22819962155718046,-1.1385382069631453,0.5796609473231382,0.22754670057308068,0.04708189257884099,-0.6294549289643739,1.7328238837624517,-0.30062792106525443,-0.0824641068904448,0.007553599892991211
1.8970864765500233,-1.731764820385819,0.39243967985263417,1.2114712777681012,1.6070836927113117,-0.4291320029536878,1.1301205164969028,-1.7099502824810733,0.5201685619528736,-0.3308880904701318,-0.3045159574508896,-0.09835422120151495,0.5114073096764731,-1.368372898704707,0.08285030077271363,-0.8072456704238438,-0.6720177162316403,-0.06029851714049549
3.035459807931322,-2.516184678039574,0.4663807490077707,-0.2144906523211504,1.526951011443069,-1.6099621856031556,-1.6696298365565123,0.4978203443515866,2.6244095045740496,-0.21127341985600173,-0.32746208089408724,-1.6322490121665119,-0.26076483093143576,0.3360275528363388,-0.2890470536532285,0.14376807787629697,0.6921903344556145,-0.010663680351019006
-0.47353519861944154,1.1331825273539016,-0.21302388352200252,3.0896252510276287,-0.5968829435889965,-2.4038222375559184,0.6805442728390921,-1.1506171908265643,0.4737693759898371,-0.6156447134712619,-0.005311563524315974,0.3068232984117567,-0.3139130880817038,0.014936040649136109,0.1743314441174936,0.40301488501926497,0.8987293322441353,0.49498881930890715
4.111303694414709,-2.2166175937717947,0.5256445010254884,-0.5232033023487938,2.3694659679852967,-0.48313872571721783,-0.540299073369038,-1.9550511082193531,-0.18702048050152217,1.1396224347138755,-0.12881879853256514,-0.8846311468247133,-0.28350770894275246,-0.07974656886752989,-0.4073376161725562,0.10311267626389393,-0.4745652224548013,0.2884853857951673
-3.7497453815334016,-1.7966489863669546,-1.5363468809712162,-1.236520313640194,1.131103292679997,-0.7832590979540514,0.5605807420067762,-1.806068325214063,-0.4411786973832975,-0.7649610490033364,0.40222811168220596,-0.943008780075101,-0.7932438479257548,-0.5802287792995398,0.2794592599058097,0.6111197152440144,0.14200996903047267,0.4000230967338731
-3.356339848285877,-1.8978760868488467,-0.8458872905600997,-1.3619686870546936,1.9455081711645978,-0.06471679033164789,0.6765056740085648,-1.3375217802028072,1.2238708342629132,0.8679742146242443,0.14561041794305202,-0.6795871445457276,-0.026164336403389908,-0.5536357738800434,0.27717868773959436,-0.005482889187517021,-0.7631443803928784,0.23707823764838118
